current_npc_index	current_npc_name	old_map	old_xy	original_identity	original_map	original_xy	hero_kill_map	hero_kill_xy	match_method	map_relation	confidence	walkable	overlap_with	apply_status	auto_placement_rule	auto_placement_basis	auto_placement_candidates	target_reason	topology_anchors	identity_source	warnings	non_position_fields_untouched	historical_audit
235	09Lucky_RedZone	81	"{""x"": 119, ""y"": 297}"	09Lucky_RedZone	81	"{""x"": 119, ""y"": 297}"	81	"{""x"": 130, ""y"": 273}"	exact-script-name	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 130, ""y"": 273, ""score"": -5.85, ""anchor"": {""x"": 130, ""y"": 273}, ""separation"": 9}, {""x"": 130, ""y"": 274, ""score"": -5.5, ""anchor"": {""x"": 130, ""y"": 273}, ""separation"": 10}, {""x"": 131, ""y"": 273, ""score"": -5.5, ""anchor"": {""x"": 130, ""y"": 273}, ""separation"": 10}]"	walkable topology candidate; manual review required	"[{""x"": 130, ""y"": 273}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""235"", ""name"": ""09Lucky_RedZone"", ""method"": ""A-精确(已在位)"", ""old"": ""81(119,297)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
236	13Move_RedZone	81	"{""x"": 129, ""y"": 265}"	13Move_RedZone	81	"{""x"": 129, ""y"": 265}"	81	"{""x"": 156, ""y"": 135}"	exact-script-name	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 156, ""y"": 135, ""score"": -7.8, ""anchor"": {""x"": 156, ""y"": 135}, ""separation"": 157}, {""x"": 155, ""y"": 135, ""score"": -7.8, ""anchor"": {""x"": 155, ""y"": 135}, ""separation"": 156}, {""x"": 155, ""y"": 136, ""score"": -7.8, ""anchor"": {""x"": 155, ""y"": 136}, ""separation"": 155}]"	walkable topology candidate; manual review required	"[{""x"": 156, ""y"": 135}, {""x"": 155, ""y"": 136}, {""x"": 127, ""y"": 265}, {""x"": 155, ""y"": 135}, {""x"": 156, ""y"": 135}, {""x"": 155, ""y"": 137}, {""x"": 155, ""y"": 137}, {""x"": 155, ""y"": 137}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""236"", ""name"": ""13Move_RedZone"", ""method"": ""A-精确(已在位)"", ""old"": ""81(129,265)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
237	07Grocery_SkeletonCave	DM001	"{""x"": 4, ""y"": 6}"	07Grocery_SkeletonCave	DM001	"{""x"": 4, ""y"": 6}"	DM001	"{""x"": 4, ""y"": 7}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 4, ""y"": 7, ""score"": 0.35, ""anchor"": {""x"": 4, ""y"": 6}, ""separation"": 1}, {""x"": 3, ""y"": 7, ""score"": 0.7, ""anchor"": {""x"": 4, ""y"": 6}, ""separation"": 2}, {""x"": 4, ""y"": 8, ""score"": 0.7, ""anchor"": {""x"": 4, ""y"": 6}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 4, ""y"": 6}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""237"", ""name"": ""07Grocery_SkeletonCave"", ""method"": ""A-精确(已在位)"", ""old"": ""DM001(4,6)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
238	14Quest_SkeletonCave	D012_001	"{""x"": 13, ""y"": 11}"	14Quest_SkeletonCave	D012_001	"{""x"": 13, ""y"": 11}"	D012_001	"{""x"": 12, ""y"": 11}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 12, ""y"": 11, ""score"": 0.35, ""anchor"": {""x"": 13, ""y"": 11}, ""separation"": 1}, {""x"": 13, ""y"": 10, ""score"": 0.35, ""anchor"": {""x"": 13, ""y"": 11}, ""separation"": 1}, {""x"": 13, ""y"": 12, ""score"": 0.35, ""anchor"": {""x"": 13, ""y"": 11}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 13, ""y"": 11}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""238"", ""name"": ""14Quest_SkeletonCave"", ""method"": ""A-精确(已在位)"", ""old"": ""D012_001(13,11)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
239	14Quest_SkeletonCave	E002_001	"{""x"": 9, ""y"": 11}"	14Quest_SkeletonCave	E002_001	"{""x"": 9, ""y"": 11}"	E002_001	"{""x"": 8, ""y"": 11}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 8, ""y"": 11, ""score"": 0.35, ""anchor"": {""x"": 9, ""y"": 11}, ""separation"": 1}, {""x"": 9, ""y"": 10, ""score"": 0.35, ""anchor"": {""x"": 9, ""y"": 11}, ""separation"": 1}, {""x"": 9, ""y"": 12, ""score"": 0.35, ""anchor"": {""x"": 9, ""y"": 11}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 9, ""y"": 11}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""239"", ""name"": ""14Quest_SkeletonCave"", ""method"": ""A-精确(已在位)"", ""old"": ""E002_001(9,11)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
240	14Quest_SkeletonCave	E002	"{""x"": 65, ""y"": 12}"	14Quest_SkeletonCave	E002	"{""x"": 65, ""y"": 12}"	E002	"{""x"": 53, ""y"": 53}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 53, ""y"": 53, ""score"": -1.8, ""anchor"": {""x"": 50, ""y"": 50}, ""separation"": 53}, {""x"": 50, ""y"": 57, ""score"": -0.8, ""anchor"": {""x"": 50, ""y"": 50}, ""separation"": 60}, {""x"": 51, ""y"": 56, ""score"": -0.8, ""anchor"": {""x"": 50, ""y"": 50}, ""separation"": 58}]"	walkable topology candidate; manual review required	"[{""x"": 50, ""y"": 50}, {""x"": 50, ""y"": 50}, {""x"": 50, ""y"": 50}, {""x"": 50, ""y"": 50}, {""x"": 50, ""y"": 50}, {""x"": 50, ""y"": 50}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""240"", ""name"": ""14Quest_SkeletonCave"", ""method"": ""A-精确(已在位)"", ""old"": ""E002(65,12)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
241	14Quest_SkeletonCave	DM002	"{""x"": 14, ""y"": 22}"	14Quest_SkeletonCave	DM002	"{""x"": 14, ""y"": 22}"	DM002	"{""x"": 13, ""y"": 22}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 13, ""y"": 22, ""score"": 0.35, ""anchor"": {""x"": 14, ""y"": 22}, ""separation"": 1}, {""x"": 14, ""y"": 21, ""score"": 0.35, ""anchor"": {""x"": 14, ""y"": 22}, ""separation"": 1}, {""x"": 14, ""y"": 23, ""score"": 0.35, ""anchor"": {""x"": 14, ""y"": 22}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 14, ""y"": 22}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""241"", ""name"": ""14Quest_SkeletonCave"", ""method"": ""A-精确(已在位)"", ""old"": ""DM002(14,22)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
242	09NotBlocker_ZombieCave	D431	"{""x"": 29, ""y"": 175}"	09NotBlocker_ZombieCave	D431	"{""x"": 29, ""y"": 175}"	D431	"{""x"": 100, ""y"": 100}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 100, ""y"": 100, ""score"": -7.8, ""anchor"": {""x"": 100, ""y"": 100}, ""separation"": 146}, {""x"": 100, ""y"": 99, ""score"": -6.8, ""anchor"": {""x"": 100, ""y"": 100}, ""separation"": 147}, {""x"": 101, ""y"": 100, ""score"": -6.8, ""anchor"": {""x"": 100, ""y"": 100}, ""separation"": 147}]"	walkable topology candidate; manual review required	"[{""x"": 100, ""y"": 100}, {""x"": 100, ""y"": 100}, {""x"": 100, ""y"": 100}, {""x"": 100, ""y"": 100}, {""x"": 100, ""y"": 100}, {""x"": 100, ""y"": 100}, {""x"": 100, ""y"": 100}, {""x"": 100, ""y"": 100}, {""x"": 100, ""y"": 100}, {""x"": 100, ""y"": 100}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""242"", ""name"": ""09NotBlocker_ZombieCave"", ""method"": ""A-精确(已在位)"", ""old"": ""D431(29,175)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
243	14Quest_ZombieCave	E402_001	"{""x"": 13, ""y"": 10}"	14Quest_ZombieCave	E402_001	"{""x"": 13, ""y"": 10}"	E402_001	"{""x"": 13, ""y"": 11}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 13, ""y"": 11, ""score"": 0.35, ""anchor"": {""x"": 13, ""y"": 10}, ""separation"": 1}, {""x"": 12, ""y"": 11, ""score"": 0.7, ""anchor"": {""x"": 13, ""y"": 10}, ""separation"": 2}, {""x"": 13, ""y"": 12, ""score"": 0.7, ""anchor"": {""x"": 13, ""y"": 10}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 13, ""y"": 10}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""243"", ""name"": ""14Quest_ZombieCave"", ""method"": ""A-精确(已在位)"", ""old"": ""E402_001(13,10)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
244	14Quest_ZombieCave	D404_002	"{""x"": 22, ""y"": 11}"	14Quest_ZombieCave	D404_002	"{""x"": 22, ""y"": 11}"	D404_002	"{""x"": 21, ""y"": 11}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 21, ""y"": 11, ""score"": 0.35, ""anchor"": {""x"": 22, ""y"": 11}, ""separation"": 1}, {""x"": 22, ""y"": 12, ""score"": 0.35, ""anchor"": {""x"": 22, ""y"": 11}, ""separation"": 1}, {""x"": 20, ""y"": 11, ""score"": 0.7, ""anchor"": {""x"": 22, ""y"": 11}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 22, ""y"": 11}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""244"", ""name"": ""14Quest_ZombieCave"", ""method"": ""A-精确(已在位)"", ""old"": ""D404_002(22,11)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
245	14Quest_WoomaPalace	D023_001	"{""x"": 17, ""y"": 21}"	14Quest_WoomaPalace	D023_001	"{""x"": 17, ""y"": 21}"	D023_001	"{""x"": 16, ""y"": 21}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 16, ""y"": 21, ""score"": 0.35, ""anchor"": {""x"": 17, ""y"": 21}, ""separation"": 1}, {""x"": 17, ""y"": 22, ""score"": 0.35, ""anchor"": {""x"": 17, ""y"": 21}, ""separation"": 1}, {""x"": 18, ""y"": 21, ""score"": 0.35, ""anchor"": {""x"": 17, ""y"": 21}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 17, ""y"": 21}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""245"", ""name"": ""14Quest_WoomaPalace"", ""method"": ""A-精确(已在位)"", ""old"": ""D023_001(17,21)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
246	14Quest_WoomaPalace	D022	"{""x"": 207, ""y"": 47}"	14Quest_WoomaPalace	D022	"{""x"": 207, ""y"": 47}"	D022	"{""x"": 247, ""y"": 241}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 247, ""y"": 241, ""score"": 4.2, ""anchor"": {""x"": 250, ""y"": 250}, ""separation"": 234}, {""x"": 248, ""y"": 240, ""score"": 4.2, ""anchor"": {""x"": 250, ""y"": 250}, ""separation"": 234}, {""x"": 249, ""y"": 239, ""score"": 4.2, ""anchor"": {""x"": 250, ""y"": 250}, ""separation"": 234}]"	walkable topology candidate; manual review required	"[{""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 250}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""246"", ""name"": ""14Quest_WoomaPalace"", ""method"": ""A-精确(已在位)"", ""old"": ""D022(207,47)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
247	14Quest_WoomaPalace	D022_001	"{""x"": 64, ""y"": 21}"	14Quest_WoomaPalace	D022_001	"{""x"": 64, ""y"": 21}"	D022_001	"{""x"": 49, ""y"": 43}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 49, ""y"": 43, ""score"": -7.8, ""anchor"": {""x"": 49, ""y"": 43}, ""separation"": 37}, {""x"": 48, ""y"": 33, ""score"": -7.8, ""anchor"": {""x"": 48, ""y"": 33}, ""separation"": 28}, {""x"": 57, ""y"": 30, ""score"": -7.8, ""anchor"": {""x"": 57, ""y"": 30}, ""separation"": 16}]"	walkable topology candidate; manual review required	"[{""x"": 57, ""y"": 30}, {""x"": 57, ""y"": 30}, {""x"": 49, ""y"": 43}, {""x"": 48, ""y"": 33}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""247"", ""name"": ""14Quest_WoomaPalace"", ""method"": ""A-精确(已在位)"", ""old"": ""D022_001(64,21)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
248	04Potion_Zuma	D5071	"{""x"": 20, ""y"": 23}"	04Potion_Zuma	D5071	"{""x"": 20, ""y"": 23}"	D5071	"{""x"": 19, ""y"": 23}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 19, ""y"": 23, ""score"": 0.35, ""anchor"": {""x"": 20, ""y"": 23}, ""separation"": 1}, {""x"": 20, ""y"": 22, ""score"": 0.35, ""anchor"": {""x"": 20, ""y"": 23}, ""separation"": 1}, {""x"": 20, ""y"": 24, ""score"": 0.35, ""anchor"": {""x"": 20, ""y"": 23}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 20, ""y"": 23}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""248"", ""name"": ""04Potion_Zuma"", ""method"": ""A-精确(已在位)"", ""old"": ""D5071(20,23)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
249	02Weapon_HalfTemple	D1110	"{""x"": 27, ""y"": 13}"	02Weapon_HalfTemple	D1110	"{""x"": 27, ""y"": 13}"	D1110	"{""x"": 6, ""y"": 20}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 6, ""y"": 20, ""score"": 0.35, ""anchor"": {""x"": 7, ""y"": 20}, ""separation"": 1}, {""x"": 6, ""y"": 24, ""score"": 0.35, ""anchor"": {""x"": 7, ""y"": 24}, ""separation"": 1}, {""x"": 7, ""y"": 19, ""score"": 0.35, ""anchor"": {""x"": 7, ""y"": 20}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 27, ""y"": 13}, {""x"": 7, ""y"": 24}, {""x"": 7, ""y"": 20}, {""x"": 15, ""y"": 18}, {""x"": 28, ""y"": 31}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""249"", ""name"": ""02Weapon_HalfTemple"", ""method"": ""A-精确(已在位)"", ""old"": ""D1110(27,13)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
250	09WideUse_HalfTemple	D1110	"{""x"": 7, ""y"": 24}"	09WideUse_HalfTemple	D1110	"{""x"": 7, ""y"": 24}"	D1110	"{""x"": 6, ""y"": 24}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 6, ""y"": 24, ""score"": 0.35, ""anchor"": {""x"": 7, ""y"": 24}, ""separation"": 1}, {""x"": 7, ""y"": 19, ""score"": 0.35, ""anchor"": {""x"": 7, ""y"": 20}, ""separation"": 1}, {""x"": 7, ""y"": 21, ""score"": 0.35, ""anchor"": {""x"": 7, ""y"": 20}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 27, ""y"": 13}, {""x"": 7, ""y"": 24}, {""x"": 7, ""y"": 20}, {""x"": 15, ""y"": 18}, {""x"": 28, ""y"": 31}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""250"", ""name"": ""09WideUse_HalfTemple"", ""method"": ""A-精确(已在位)"", ""old"": ""D1110(7,24)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
251	09Repair_HalfTemple	D1110	"{""x"": 7, ""y"": 20}"	09Repair_HalfTemple	D1110	"{""x"": 7, ""y"": 20}"	D1110	"{""x"": 7, ""y"": 19}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 7, ""y"": 19, ""score"": 0.35, ""anchor"": {""x"": 7, ""y"": 20}, ""separation"": 1}, {""x"": 7, ""y"": 21, ""score"": 0.35, ""anchor"": {""x"": 7, ""y"": 20}, ""separation"": 1}, {""x"": 7, ""y"": 23, ""score"": 0.35, ""anchor"": {""x"": 7, ""y"": 24}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 27, ""y"": 13}, {""x"": 7, ""y"": 24}, {""x"": 7, ""y"": 20}, {""x"": 15, ""y"": 18}, {""x"": 28, ""y"": 31}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""251"", ""name"": ""09Repair_HalfTemple"", ""method"": ""A-精确(已在位)"", ""old"": ""D1110(7,20)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
252	13Move_HalfTemple1	D1110	"{""x"": 15, ""y"": 18}"	13Move_HalfTemple1	D1110	"{""x"": 15, ""y"": 18}"	D1110	"{""x"": 24, ""y"": 23}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 24, ""y"": 23, ""score"": -7.8, ""anchor"": {""x"": 24, ""y"": 23}, ""separation"": 12}, {""x"": 25, ""y"": 22, ""score"": -7.15, ""anchor"": {""x"": 25, ""y"": 22}, ""separation"": 11}, {""x"": 23, ""y"": 23, ""score"": -6.8, ""anchor"": {""x"": 24, ""y"": 23}, ""separation"": 13}]"	walkable topology candidate; manual review required	"[{""x"": 25, ""y"": 22}, {""x"": 24, ""y"": 23}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""252"", ""name"": ""13Move_HalfTemple1"", ""method"": ""A-精确(已在位)"", ""old"": ""D1110(15,18)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
253	13Move_HalfTemple2	D1110	"{""x"": 28, ""y"": 31}"	13Move_HalfTemple2	D1110	"{""x"": 28, ""y"": 31}"	D1110	"{""x"": 25, ""y"": 22}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 25, ""y"": 22, ""score"": -1.3, ""anchor"": {""x"": 25, ""y"": 22}, ""separation"": 2}, {""x"": 28, ""y"": 22, ""score"": -0.25, ""anchor"": {""x"": 25, ""y"": 22}, ""separation"": 5}, {""x"": 29, ""y"": 22, ""score"": 0.1, ""anchor"": {""x"": 25, ""y"": 22}, ""separation"": 6}]"	walkable topology candidate; manual review required	"[{""x"": 25, ""y"": 22}, {""x"": 24, ""y"": 23}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""253"", ""name"": ""13Move_HalfTemple2"", ""method"": ""A-精确(已在位)"", ""old"": ""D1110(28,31)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
254	13Move_HalfTemple	D11031	"{""x"": 199, ""y"": 257}"	13Move_HalfTemple	D11031	"{""x"": 199, ""y"": 257}"	D11031	"{""x"": 206, ""y"": 332}"	exact-script-name	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 206, ""y"": 332, ""score"": -1.3, ""anchor"": {""x"": 206, ""y"": 332}, ""separation"": 2}, {""x"": 196, ""y"": 257, ""score"": 0.35, ""anchor"": {""x"": 197, ""y"": 257}, ""separation"": 1}, {""x"": 197, ""y"": 256, ""score"": 0.35, ""anchor"": {""x"": 197, ""y"": 257}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 197, ""y"": 257}, {""x"": 207, ""y"": 333}, {""x"": 206, ""y"": 332}, {""x"": 199, ""y"": 255}, {""x"": 207, ""y"": 333}, {""x"": 206, ""y"": 332}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""254"", ""name"": ""13Move_HalfTemple"", ""method"": ""A-精确(已在位)"", ""old"": ""D11031(199,257)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
255	04Potion_SinGiSun	D90221	"{""x"": 22, ""y"": 20}"	04Potion_SinGiSun	D90221	"{""x"": 22, ""y"": 20}"	D90221	"{""x"": 22, ""y"": 21}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 22, ""y"": 21, ""score"": 0.35, ""anchor"": {""x"": 22, ""y"": 20}, ""separation"": 1}, {""x"": 20, ""y"": 20, ""score"": 0.7, ""anchor"": {""x"": 22, ""y"": 20}, ""separation"": 2}, {""x"": 21, ""y"": 21, ""score"": 0.7, ""anchor"": {""x"": 22, ""y"": 20}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 22, ""y"": 20}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""255"", ""name"": ""04Potion_SinGiSun"", ""method"": ""A-精确(已在位)"", ""old"": ""D90221(22,20)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
260	14Quest_SinGiSun	D900	"{""x"": 45, ""y"": 58}"	14Quest_SinGiSun	D900	"{""x"": 45, ""y"": 58}"	D900	"{""x"": 45, ""y"": 59}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 45, ""y"": 59, ""score"": 0.35, ""anchor"": {""x"": 45, ""y"": 58}, ""separation"": 1}, {""x"": 46, ""y"": 58, ""score"": 0.35, ""anchor"": {""x"": 45, ""y"": 58}, ""separation"": 1}, {""x"": 44, ""y"": 59, ""score"": 0.7, ""anchor"": {""x"": 45, ""y"": 58}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 45, ""y"": 58}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""260"", ""name"": ""14Quest_SinGiSun"", ""method"": ""A-精确(已在位)"", ""old"": ""D900(45,58)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
261	14Quest_SinGiSun	D90323	"{""x"": 16, ""y"": 8}"	14Quest_SinGiSun	D90323	"{""x"": 16, ""y"": 8}"	D90323	"{""x"": 16, ""y"": 9}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 16, ""y"": 9, ""score"": 0.35, ""anchor"": {""x"": 16, ""y"": 8}, ""separation"": 1}, {""x"": 15, ""y"": 9, ""score"": 0.7, ""anchor"": {""x"": 16, ""y"": 8}, ""separation"": 2}, {""x"": 16, ""y"": 10, ""score"": 0.7, ""anchor"": {""x"": 16, ""y"": 8}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 16, ""y"": 8}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""261"", ""name"": ""14Quest_SinGiSun"", ""method"": ""A-精确(已在位)"", ""old"": ""D90323(16,8)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
